Date,Open,High,Low,Close,Adj Close,Volume
6/17/2019,2193,2193,2164,2173,2093.677979,2058409
6/18/2019,2178.899902,2194.600098,2134.649902,2153,2074.408203,3405935
6/19/2019,2160.050049,2186.399902,2158.550049,2175.399902,2095.990479,2146689
6/20/2019,2174.100098,2207.699951,2165.649902,2199.25,2118.969971,2933451
6/21/2019,2200.800049,2201.199951,2135.899902,2140.800049,2062.65332,7764514
6/24/2019,2136.100098,2159,2133.5,2148.899902,2070.457764,2038683
6/25/2019,2147.899902,2176.800049,2138.100098,2172.800049,2093.485352,1889368
6/26/2019,2165,2180.600098,2153.699951,2168.100098,2088.957031,2131272
6/27/2019,2166.5,2202.550049,2166.050049,2195.449951,2115.30835,3972522
6/28/2019,2196,2205,2177.649902,2192.100098,2112.081055,2859385
7/1/2019,2197,2252.949951,2192.300049,2245.899902,2163.916748,2090173
7/2/2019,2256.800049,2285,2240,2281.25,2197.976563,2729953
7/3/2019,2280,2287,2257.199951,2277.199951,2194.074463,2146370
7/4/2019,2277,2286.300049,2265.100098,2280.25,2197.012939,1597337
7/5/2019,2281.25,2300.699951,2266.600098,2278.899902,2195.712402,1901409
7/8/2019,2269.899902,2275.550049,2243.300049,2259.949951,2177.454102,2638029
7/9/2019,2248.850098,2248.850098,2197.25,2232.800049,2151.295654,2899589
7/10/2019,2232,2253.399902,2220,2227.75,2146.429688,1544391
7/11/2019,2240,2269.300049,2231.100098,2261.899902,2179.332764,1397362
